sa0   NO   U988/A2
sa1   NO   U988/A2
sa1   --   U988/A1
sa1   --   U1046/Z
sa0   NO   U1046/Z
sa0   --   U988/A1
sa1   NO   U987/A2
sa1   NO   U987/A1
sa1   NO   U925/A2
sa0   NO   U925/A1
sa1   NO   U925/A3
sa0   NO   U924/B
sa0   NO   U924/A1
sa0   NO   U924/Z
sa1   --   U924/B
sa0   --   U923/A1
sa1   NO   U923/Z
sa1   --   U925/A4
sa0   NO   U823/A2
sa0   NO   U823/A1
sa0   NO   U823/A3
sa0   NO   U823/Z
sa0   --   U923/A2
sa1   NO   U701/Z
sa1   --   U1049/A1
sa0   NO   U1049/A1
sa0   --   U1049/A2
sa0   --   U701/Z
sa0   NO   U701/B2
sa1   NO   U701/B1
sa1   --   U701/B2
sa0   NO   U701/B1
sa0   NO   U701/A2
sa0   NO   U701/A1
sa1   NO   U701/A1
sa1   --   U701/A2
sa1   --   U701/A3
sa1   --   U1313/Z
sa0   --   U1313/A
sa0   NO   U1313/Z
sa1   --   U1313/A
sa0   --   U701/A3
sa1   NO   U655/B
sa1   NO   U655/Z
sa0   --   U655/B
sa1   --   U924/A2
sa1   NO   U924/A1
sa0   --   U924/A2
sa0   --   U655/Z
sa0   NO   U655/A2
sa1   NO   U655/A1
sa0   NO   U655/A1
sa1   --   U655/A2
sa1   NO   U925/Z
sa0   --   U925/A4
sa0   --   U925/A3
sa1   --   U925/A1
sa0   --   U925/A2
sa0   --   U923/Z
sa1   --   U923/A2
sa1   --   U923/A1
sa1   --   U823/Z
sa1   --   U823/A3
sa1   --   U823/A1
sa1   --   U823/A2
sa1   --   U924/Z
sa1   --   U647/B
sa1   NO   U647/C
sa1   NO   U647/Z
sa0   --   U647/C
sa0   --   U647/B
sa0   --   U925/Z
sa1   --   U1223/A4
sa1   NO   U988/B1
sa1   --   U988/B2
sa1   --   U1223/Z
sa0   --   U1223/A3
sa1   --   U1223/A1
sa0   --   U1223/A2
sa0   --   U1223/A4
sa1   --   U1350/Z
sa0   --   U1350/A4
sa0   --   U1350/A3
sa0   --   U1350/A1
sa0   --   U1350/A2
sa0   --   U647/Z
sa0   --   U1074/Z
sa0   NO   U647/A2
sa1   NO   U647/A2
sa1   --   U647/A1
sa1   --   U1224/Z
sa0   --   U1224/A
sa0   NO   U1224/Z
sa1   --   U1224/A
sa0   --   U647/A1
sa0   NO   U1227/A1
sa0   --   U1227/A2
sa0   --   U1073/Z
sa0   --   U644/Z
sa0   NO   U987/Z
sa0   --   U987/A1
sa0   --   U987/A2
sa0   --   U644/B2
sa1   NO   U644/B2
sa1   --   U644/B1
sa1   --   U987/Z
sa1   --   U1432/Z
sa0   NO   U1432/Z
sa1   --   U1432/B
sa1   --   U988/Z
sa0   --   U644/B1
sa0   NO   U644/A2
sa1   NO   U644/A1
sa1   --   U644/A2
sa0   NO   U644/A1
sa1   NO   U642/A1
sa0   NO   U642/A2
sa0   --   U642/A1
sa0   NO   U654/B2
sa1   NO   U654/B1
sa1   --   U654/B2
sa0   NO   U654/B1
sa0   NO   U654/A2
sa0   NO   U1280/Z
sa1   --   U1280/A
sa0   --   U654/A1
sa1   NO   U654/A3
sa1   --   U654/A2
sa1   --   U654/A1
sa1   --   U1280/Z
sa0   --   U1280/A
sa0   NO   U654/A3
sa1   NO   U654/Z
sa1   --   U653/B2
sa1   NO   U653/B1
sa0   NO   U653/B1
sa0   --   U653/B2
sa0   --   U654/Z
sa1   NO   U653/A2
sa0   NO   U653/A1
sa1   NO   U652/Z
sa0   NO   U652/B2
sa0   NO   U652/B1
sa0   NO   U653/Z
sa0   --   U652/A2
sa1   NO   U652/A1
sa0   NO   U656/A1
sa0   --   U656/A2
sa0   --   U656/A3
sa0   NO   U1433/B2
sa1   NO   U1433/B1
sa1   --   U1433/B2
sa0   NO   U1433/B1
sa0   NO   U1433/A2
sa0   NO   U1433/A1
sa1   NO   U1433/A1
sa1   --   U1433/A2
sa1   --   U1433/A3
sa1   --   U1437/Z
sa0   --   U1437/A
sa0   NO   U1437/Z
sa1   --   U1437/A
sa0   --   U1433/A3
sa1   NO   U1226/Z
sa0   NO   U1226/A2
sa1   NO   U1226/A1
sa1   --   U1226/A2
sa0   NO   U1226/A1
sa0   NO   U813/B2
sa1   NO   U813/B1
sa1   --   U813/B2
sa0   NO   U813/B1
sa1   NO   U813/A2
sa1   NO   U1433/Z
sa1   --   U813/A1
sa0   NO   U813/A1
sa0   --   U813/A2
sa0   --   U1433/Z
sa1   NO   U656/Z
sa1   --   U1226/B
sa0   NO   U1226/Z
sa0   --   U1226/B
sa0   --   U656/Z
sa1   NO   U813/Z
sa1   --   U656/B2
sa1   NO   U656/B1
sa0   NO   U656/B1
sa0   --   U656/B2
sa0   --   U813/Z
sa1   NO   U656/A2
sa1   NO   U656/A1
sa1   NO   U656/A3
sa0   NO   U659/A1
sa1   NO   U659/B
sa1   NO   U659/Z
sa0   --   U659/B
sa0   NO   U659/Z
sa0   NO   U659/A2
sa1   NO   U659/A2
sa1   --   U659/A1
sa0   NO   U660/Z
sa0   --   U660/A4
sa0   --   U660/A3
sa0   --   U660/A1
sa0   --   U660/A2
sa0   --   U998/Z
sa1   NO   U998/A2
sa1   NO   U998/A1
sa1   NO   U660/A2
sa1   NO   U998/Z
sa0   --   U998/A1
sa0   --   U998/A2
sa1   --   U660/A1
sa1   NO   U660/A3
sa1   NO   U660/A4
sa1   NO   U660/Z
sa0   NO   U788/Z
sa1   --   U788/B
sa0   --   U766/A1
sa1   NO   U788/A2
sa1   NO   U788/A1
sa0   NO   U788/A1
sa0   --   U788/A2
sa1   NC   U766/B
sa1   NO   U1041/B1
sa1   NO   U1041/A2
sa1   NO   U1041/A1
sa1   NO   U1041/A3
sa0   NO   U1041/A1
sa0   --   U1041/A2
sa0   --   U1041/A3
sa0   NO   U1042/Z
sa1   --   U1042/A1
sa1   --   U1042/A2
sa0   NO   U1050/Z
sa1   NO   U1050/A2
sa1   NO   U1050/A1
sa1   NO   U1050/Z
sa0   --   U1050/A1
sa0   --   U1050/A2
sa0   NO   U1053/Z
sa1   NO   U1053/A2
sa1   NO   U1053/A1
sa1   NO   U1053/Z
sa0   --   U1053/A1
sa0   --   U1053/A2
sa0   NO   U1063/Z
sa1   NO   U1063/A2
sa1   NO   U1063/A1
sa1   NO   U1063/Z
sa0   --   U1063/A1
sa0   --   U1063/A2
sa0   NO   U1065/Z
sa1   NO   U1065/A2
sa1   NO   U1065/A1
sa1   NO   U1065/Z
sa0   --   U1065/A1
sa0   --   U1065/A2
sa0   NO   U1067/Z
sa1   --   U1067/A1
sa1   --   U1067/A2
sa0   NO   U1071/Z
sa1   NO   U1071/A2
sa1   NO   U1071/A1
sa1   NO   U1071/Z
sa0   --   U1071/A1
sa0   --   U1071/A2
sa0   NO   U1119/Z
sa1   NO   U1119/A2
sa1   NO   U1119/A1
sa1   NO   U1119/Z
sa0   --   U1119/A1
sa0   --   U1119/A2
sa0   NO   U1153/A2
sa1   NO   U1189/Z
sa0   --   U1189/A
sa1   NO   U1199/A2
sa0   NO   U1225/Z
sa1   NO   U1225/A2
sa1   NO   U1225/A1
sa1   NO   U1225/Z
sa0   --   U1225/A1
sa0   --   U1225/A2
sa0   NO   U1248/Z
sa1   NO   U1248/A2
sa1   NO   U1248/A1
sa1   NO   U1248/Z
sa0   --   U1248/A1
sa0   --   U1248/A2
sa0   NO   U1263/Z
sa1   NO   U1263/A2
sa1   NO   U1263/A1
sa1   NO   U1263/Z
sa0   --   U1263/A1
sa0   --   U1263/A2
sa0   NO   U1281/Z
sa1   NO   U1281/A2
sa1   NO   U1281/A1
sa1   NO   U1281/Z
sa0   --   U1281/A1
sa0   --   U1281/A2
sa0   NO   U1323/Z
sa1   NO   U1323/A2
sa1   NO   U1323/A1
sa1   NO   U1323/Z
sa0   --   U1323/A1
sa0   --   U1323/A2
sa0   NO   U1331/Z
sa1   NO   U1332/A2
sa1   NO   U1332/A1
sa1   NO   U1331/A2
sa1   NO   U1332/Z
sa0   --   U1332/A1
sa0   --   U1332/A2
sa1   --   U1331/A1
sa1   NO   U1331/A3
sa1   NO   U1331/A4
sa1   NO   U1331/Z
sa0   --   U1331/A4
sa0   --   U1331/A3
sa0   --   U1331/A1
sa0   --   U1331/A2
sa0   --   U1332/Z
sa1   NO   U1333/Z
sa0   --   U1333/A1
sa0   --   U1333/A2
sa0   NO   U1349/Z
sa1   --   U1349/A1
sa1   --   U1349/A2
sa0   NO   U1349/A2
sa0   NO   U1349/A1
sa1   NO   U1349/Z
sa1   NO   U1370/A2
sa1   NO   U1370/A1
sa1   NO   U1370/A3
sa1   NO   U1370/A4
sa1   NC   U1370/Z
sa0   --   U1370/A1
sa0   --   U1370/A3
sa0   --   U1370/A4
sa0   --   U1370/A2
